Auction,VehicleAge,Make,Model,Color,WheelType,VehOdo,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNST,VehBCost,WarrantyCost,BYRNO
2,3,25,445,3,3,79033,3,6827,8414,7873,9587,6806,8421,7850,9595,7,6930,1974,18111
2,3,15,864,3,2,62997,6,4051,4901,4875,5793,4858,5896,5747,6868,7,4910,533,18111
2,8,30,269,13,2,77788,1,2409,3546,3102,4330,2531,3306,3233,4070,7,3410,869,18111
2,3,4,560,2,1,80889,6,6413,7434,7426,8529,6685,8129,7720,9279,7,6850,1113,18880
2,2,19,608,2,2,77692,6,10991,13074,12370,14620,11078,13165,12464,14718,7,7345,803,18880
2,3,26,1008,13,2,81036,7,8397,9936,9569,11231,8450,10280,9626,11602,7,7245,1763,18880
2,6,7,342,13,1,73244,7,3856,5149,4664,6061,3441,4330,4216,5176,7,5830,1455,18880
2,3,15,678,14,2,74600,6,5355,6894,6283,7946,4734,6144,8591,9777,7,5730,803,18880
2,6,8,296,12,1,80006,7,5830,7245,6796,8325,5677,7084,6631,8151,7,7910,1543,18880
2,7,4,957,14,1,85474,7,5377,6785,6307,7828,4258,5321,7255,8584,7,7745,2452,18880
2,2,5,815,14,3,65495,6,7143,8285,8214,9448,7051,7890,8115,9021,7,7130,1020,18880
2,2,6,185,13,2,67916,10,9922,11473,11216,12891,10310,11882,11635,13333,7,9860,1215,18880
2,3,21,422,13,2,63873,6,6673,8323,7707,9489,5087,5995,8675,9610,7,7365,533,18880
2,5,4,951,2,3,74431,7,6101,7599,7089,8707,6554,7751,7578,8871,7,8645,1155,18880
2,2,7,400,7,1,74343,6,10684,12757,12039,14278,10732,12847,12091,14375,7,7545,803,18880
2,4,5,21,2,1,64533,10,7892,9235,9023,10474,7841,8917,8968,10130,7,10260,1215,18880
2,2,26,503,14,2,66419,6,6817,7965,7862,9102,6100,7105,7088,8173,7,6830,728,18881
2,4,21,422,1,1,74631,6,6349,7391,7357,8482,6072,6826,7058,7872,7,7150,569,18881
2,3,15,765,3,2,35517,1,4109,5037,4938,5940,4214,5117,5051,6026,7,4630,462,18881
2,4,15,864,12,2,64302,6,3527,4778,4309,5660,4130,5254,4960,6174,7,5110,533,18881
2,3,5,690,12,2,79235,2,8569,10381,9755,11711,8076,9272,12160,13105,7,7560,1389,18881
2,2,15,676,13,2,57290,6,6925,8058,7979,9203,6877,7781,10118,10908,7,7545,671,18881
2,2,4,982,13,1,66010,12,6197,7457,8636,10021,6150,7417,8866,10258,7,7245,1801,18881
2,3,6,553,12,2,86175,10,8967,10590,10184,11937,7983,9534,9122,10797,7,8845,1503,18881
2,4,25,620,3,2,67985,12,5899,7695,6871,8811,4222,5568,5060,6513,7,7210,3910,18881
2,3,19,608,7,2,72592,6,10001,11478,11301,12896,10248,11684,11568,13119,7,6230,803,18880
2,3,22,930,2,1,90899,5,13757,15533,15358,17276,13918,15904,15531,17676,7,7745,1485,18880
2,4,7,911,14,2,93870,6,3638,4673,4429,5547,3724,4823,4522,5709,7,4010,1053,18880
2,3,4,560,14,2,33139,6,6378,8058,7388,9203,6958,7983,10374,11329,7,7030,702,18111
2,7,8,3,8,1,80115,5,4599,6039,5467,7022,4015,5987,4836,6966,7,7130,1543,18111
2,5,6,262,13,1,72680,7,8521,10267,9703,11588,8093,9690,12377,13914,7,9860,1623,18111
2,5,4,176,6,2,79517,1,2533,3624,3236,4414,2656,3508,5792,6445,7,3310,1155,18111
2,4,6,261,13,1,77290,7,9572,11462,10838,12879,9235,11019,10474,12401,7,7845,1623,18111
2,3,6,883,12,1,71411,6,4829,6176,5715,7170,4222,5272,5060,6194,7,6230,1155,18111
2,3,5,723,3,2,51714,6,5521,6593,6463,7620,5115,6246,6024,7246,7,6550,1086,18111
2,3,29,386,3,1,60454,6,4046,5166,4870,6079,4355,5569,5203,6515,7,5110,533,18111
2,4,9,53,3,2,63948,6,8361,9665,9530,10938,8595,10048,9783,11352,7,9260,533,18111
2,4,4,951,7,1,75319,7,7664,9286,8777,10529,6394,7819,10927,13363,7,7645,1155,18111
2,3,25,417,13,1,74542,6,9252,10925,10492,12299,7355,8824,11745,13480,7,8345,1272,18111
2,3,4,981,1,2,69877,12,7544,9338,8648,10585,7371,9142,8461,10373,7,6730,1801,18111
2,3,4,560,13,2,71997,6,6378,8058,7388,9203,5888,7192,9998,11094,7,6830,1038,18111
2,4,4,560,13,2,87190,6,5294,6589,6218,7616,5216,6478,6133,7496,7,5830,1113,18111
2,2,5,937,5,1,82379,12,7924,10255,9058,11575,6953,8446,10662,12463,7,6650,1763,18881
2,5,6,882,13,1,84865,6,2632,3635,3343,4426,2397,3350,3089,4118,7,4975,1243,18881
2,7,5,939,6,1,86687,12,3820,4863,4626,5752,3416,4362,4189,5211,7,6350,2063,18881
2,3,7,389,13,2,87466,12,6943,8266,7998,9427,6156,7660,7148,8773,7,5530,1633,18881
2,2,5,19,3,2,60275,10,11113,12968,12502,14505,10059,11604,11364,13032,7,9860,1215,18881
2,4,25,445,14,1,89742,3,5588,7206,6535,8282,4905,6181,8557,9752,7,7130,2152,18881
2,3,4,460,9,1,65295,6,6169,7198,7163,8274,6169,7198,7163,8274,7,6995,728,18881
2,2,4,198,3,1,74050,1,6985,7810,8044,8935,5288,6182,8889,9765,7,5550,803,18881
2,3,19,610,1,1,74281,6,12249,13828,13729,15434,12249,13828,13729,15434,7,8045,1272,18881
2,3,15,676,2,2,64714,6,5032,6489,5935,7508,4716,6030,5593,7012,7,6930,728,18881
2,5,7,336,12,1,64831,4,7748,9104,8868,10332,7557,8660,8662,9853,7,10380,923,18881
2,3,15,857,2,1,65521,7,7695,9277,8811,10519,7695,9277,8811,10519,7,6430,1508,18111
2,3,4,458,13,1,72360,6,6094,7078,7082,8144,5586,6777,9778,10790,7,7130,803,18111
2,3,5,18,3,1,64811,10,8929,10605,10143,11953,10126,11622,13785,15192,7,10160,1215,18111
2,5,4,557,14,1,63401,6,4128,5104,4958,6012,3879,4672,7250,8162,7,5630,923,18111
2,3,4,478,14,1,75687,3,6500,7748,7520,8868,7316,8310,10715,11877,7,7245,1974,18111
2,2,5,719,1,1,56336,6,5380,6264,6310,7265,5527,6390,9322,10358,7,6130,1086,18111
2,7,17,940,13,1,74758,3,4089,5992,4916,6971,4445,6077,7521,9436,7,6650,1103,18111
2,6,21,521,12,1,96211,1,2590,3342,3297,4109,2771,3663,5953,7076,7,3710,920,18111
2,5,25,131,13,1,77095,3,4525,5774,5387,6736,3903,5138,7693,8876,7,5500,2208,18111
2,4,29,1034,12,1,59915,7,5432,6769,6367,7811,5963,6616,9411,10442,7,6930,754,18111
2,5,26,497,14,1,54535,6,3549,4475,4333,5333,3590,4492,6328,7218,7,5230,671,18111
2,5,14,534,13,1,74569,8,5505,6601,6445,7629,5402,6543,8413,9983,7,7545,686,18881
2,3,25,442,2,1,69662,3,6292,7882,7295,9013,5895,7103,9396,10995,7,6930,1703,18881
2,4,4,950,13,1,71939,7,6615,7894,7644,9026,6409,7882,10568,12781,7,7245,1155,18881
2,2,4,557,3,1,74163,6,6421,7344,7435,8432,7263,8398,10691,11848,7,6530,1038,18881
2,3,22,70,2,1,74603,6,9221,11447,10459,12863,8960,10893,12607,14067,7,8745,686,18881
2,4,7,341,3,1,71656,7,7249,8905,8329,10117,7201,8786,11455,13012,7,8710,1155,18881
2,1,6,104,7,1,62717,6,7828,8597,8954,9785,8419,9318,12029,12635,7,8145,1020,18881
2,3,2,518,7,1,71750,3,8234,10133,9393,11444,8272,9950,12055,13923,7,7745,1506,18881
2,3,4,109,2,1,62082,1,3522,4514,4304,5375,3378,4287,6994,8876,7,4330,728,18881
2,4,7,366,2,1,83630,3,6191,7561,7186,8666,6737,8494,10738,12710,7,8045,1633,18881
2,5,6,884,5,1,64773,6,2513,3444,3214,4220,2934,3682,6287,7020,7,5850,1215,18881
2,4,6,1,14,1,79765,5,7793,9637,8916,10908,6779,7813,11726,12639,7,7465,920,18881
2,2,6,184,14,1,64148,10,8844,10281,10052,11603,9223,10775,13228,14983,7,9145,1215,18881
2,5,6,254,14,1,78200,7,5737,6839,6696,7886,5923,6992,9789,10635,7,7150,1272,18881
2,3,7,399,6,1,85591,6,7816,9337,12098,13421,7130,8636,10960,12802,7,6130,853,18111
2,5,11,806,3,1,66765,7,4971,6263,7746,13509,5159,6093,8905,10534,7,7030,630,18111
2,4,5,719,13,2,57337,6,3653,4616,7494,8398,3794,4809,7416,8527,7,4730,1086,18880
2,6,5,719,7,2,90002,6,2892,3823,6041,7054,2471,3131,5798,6453,7,3610,1930,18880
2,7,4,950,13,1,97694,7,4241,5141,7056,8165,4304,5279,7867,9649,7,7150,1641,18880
2,1,4,980,0,2,72904,12,10164,12195,14481,16578,8515,10821,13296,15545,7,7345,2091,18880
2,2,4,478,14,2,79312,3,7293,8444,10576,11972,6801,7852,10303,11892,7,7745,1974,18880
2,5,7,335,6,1,82598,4,7861,9362,11783,13853,7299,8510,11253,12922,7,9045,1113,18880
2,5,6,884,3,1,63116,6,2929,4177,6398,7422,2742,3436,5554,6959,7,4975,1215,18111
2,5,4,563,5,1,79251,6,4437,5371,7998,8881,5036,6434,8306,9535,7,6950,1272,18880
2,3,7,338,14,1,84185,4,12345,15293,18379,20855,13664,16081,19364,21597,7,11125,1503,18111
2,4,7,910,3,2,89669,6,3313,4342,6667,7707,3231,4197,6540,7572,7,4575,983,18111
2,2,4,478,14,2,80061,3,7293,8444,10576,11972,7320,8459,10971,12307,7,7545,2152,18880
2,1,4,980,13,2,81468,12,10164,12195,14481,16578,8515,10821,13296,15545,7,7445,2282,18880
2,4,22,930,6,1,49545,5,7325,8838,12180,13503,8692,9879,12949,14183,7,8245,905,18880
2,4,6,1,12,1,34204,5,7852,9672,12460,14719,7620,9222,12597,14582,7,11040,642,18111
2,5,7,910,2,1,95585,6,2864,3811,6148,7350,3267,4488,6108,7400,7,3410,1053,52117
2,5,9,48,7,1,87088,6,6619,7708,10186,11690,6726,7850,10166,11266,7,8045,594,52117
2,4,6,663,12,1,83066,1,3027,4175,6405,8088,3027,4175,6405,8088,7,4110,723,18111
2,2,25,442,2,1,61434,3,7096,8119,11136,12337,7064,8276,10856,12113,7,7030,1703,52117
2,5,8,1057,14,1,99220,4,9888,12327,12631,15309,9044,11598,13363,15896,7,9360,1918,52117
2,4,4,173,5,1,53988,1,2638,3513,5494,6708,3265,4219,6274,6907,7,3210,920,18111
2,6,4,985,12,1,82363,12,2784,4089,6013,7547,3096,4233,7006,8770,7,4875,5392,18111
2,4,5,939,5,1,64983,12,4616,5802,8004,9485,4131,5422,7711,9312,7,6830,1411,52117
2,5,7,343,13,0,70788,7,5502,6614,9877,10976,5502,6614,9877,10976,7,8545,1740,52117
2,4,19,569,13,1,42221,8,7918,8909,11703,12800,7282,8438,11042,12243,7,8045,693,52117
2,2,30,143,2,1,76807,6,10664,11885,15063,16270,10364,11615,14614,16156,7,10960,569,18111
2,1,4,980,13,1,64945,12,9313,11470,14171,16209,8515,10821,13296,15545,7,7545,1801,52117
2,2,6,256,2,1,82982,7,10749,12751,15558,17324,11047,12724,15917,17397,7,9145,1503,18111
2,6,3,243,9,1,75867,10,6930,8608,10211,12320,7346,8604,10855,12277,7,8645,1923,52117
2,3,4,478,13,1,62274,3,6494,7613,10232,11975,7450,8521,10395,11607,7,7845,1703,52117
2,3,5,719,6,1,67635,6,4859,5866,8289,9432,4783,5968,8412,9605,7,5250,1215,18881
2,1,4,488,14,1,78151,3,8037,9229,11271,13206,8451,9600,12312,13833,7,7745,1974,18881
2,2,2,518,13,1,78023,3,8004,9898,12165,13963,9201,11206,13001,15338,7,7030,1506,18881
2,6,5,939,12,2,87865,12,3719,4661,7345,9205,3658,4393,7294,8760,7,4310,2063,18881
2,6,4,956,3,1,82297,7,5670,7281,8836,10241,5974,6820,9380,10166,7,7365,1543,18881
2,4,5,719,3,1,48349,6,4082,5269,7983,8996,4087,5051,7540,8726,7,6150,975,18881
2,1,6,184,13,2,75056,10,10598,11875,14143,15580,11302,12996,15533,17900,7,9960,1389,18881
2,4,22,70,7,2,78418,6,6011,7309,10440,12694,5976,7190,9374,10780,7,6950,686,18881
2,4,14,534,1,1,90896,8,6829,8500,10951,13339,8805,10710,12099,14527,7,6430,765,18881
2,5,6,663,13,1,87313,1,1972,2713,4161,5226,2368,3172,5186,6126,7,4010,723,18881
2,5,6,168,3,1,68556,12,3503,4474,6899,7933,4092,4675,7338,8002,7,6730,1411,18881
2,6,7,369,12,1,71025,1,2392,3283,5227,6462,2118,2811,4679,5751,7,3310,1455,18881
2,3,6,880,6,1,75151,6,3849,4551,7305,7998,4797,5810,7722,9096,7,5495,1155,18881
2,3,5,719,3,1,44475,6,4682,5728,7969,9156,5010,6205,8126,9545,7,5010,975,18881
2,4,5,939,1,1,89491,12,4972,6154,8833,10155,4857,6270,8612,10364,7,5330,1763,18881
2,4,6,1,3,1,79581,5,8114,9942,12597,15190,8163,9896,12948,14477,7,10060,920,18881
2,2,7,910,14,1,87012,6,5092,6128,8711,10016,5958,7344,9069,10510,7,5030,983,18881
2,2,14,437,2,1,76936,7,12718,14385,17038,18541,12920,14914,17374,19452,7,9360,1740,18881
2,3,15,861,13,1,55640,6,4911,5669,8721,9510,5156,5902,8346,8974,7,6030,505,18881
2,4,11,281,12,1,41806,6,4822,5665,8364,8769,4465,5516,7801,9013,7,5930,482,18111
2,4,7,369,8,1,70679,1,4201,5193,8003,8985,5096,6154,8363,9441,7,5010,1155,18881
2,5,11,1031,13,1,78275,3,5334,6770,9037,10320,4718,5838,8445,9415,7,5195,1155,18111
2,3,5,719,1,1,58946,6,5310,6301,8529,9958,5903,6861,9017,10110,7,5830,1086,18111
2,4,4,557,2,1,61415,6,5863,7025,9415,11115,6348,7766,9984,11314,7,6850,923,18881
2,2,5,813,2,1,50944,6,7565,8170,10959,11805,8033,8669,11710,12387,7,7645,920,18881
2,3,5,813,14,1,58696,6,6738,7758,10759,11559,8005,9405,11208,12670,7,7410,920,18111
2,5,4,196,12,1,72294,1,4084,4925,7295,8244,4160,5269,7082,8374,7,6000,803,18111
2,5,26,497,13,1,74346,6,4350,5466,7711,8886,4340,5443,8077,9137,7,4200,803,18881
2,4,5,937,14,1,75022,12,5839,7423,9696,11538,6878,8514,10838,13067,7,7050,1623,18881
2,6,19,628,6,1,84024,12,4439,5248,8561,9320,4242,5675,8139,9651,7,5530,1633,18881
2,5,29,384,3,2,55643,6,2990,4029,6133,7107,4674,5672,7221,7876,7,4075,505,18881
2,7,7,369,1,1,91178,1,2599,3444,5894,7811,2964,4012,5895,6808,7,3610,1641,18881
2,4,18,596,14,2,80724,6,6773,7954,10518,11827,7807,8860,12026,13018,7,7445,1373,8172
2,5,7,388,5,1,54256,12,4606,5117,8569,9041,4645,5384,8601,9504,7,5530,1169,8172
2,4,5,18,13,1,66645,10,9085,10779,13327,15812,10119,11611,14134,15616,7,9860,1215,8172
2,2,6,104,3,1,53405,6,7636,8346,11379,11980,8936,9865,12246,13048,7,7545,920,8172
2,2,6,104,3,1,47854,6,7638,8403,11380,12028,8676,9530,12186,13031,7,7745,834,8172
2,5,30,577,14,1,77791,6,5640,6665,9256,10568,6517,7496,9639,11119,7,7545,569,8172
2,2,6,104,14,1,50680,6,7636,8346,11379,11980,7910,8503,11623,12118,7,7845,920,8172
2,7,7,740,14,1,59755,9,2753,3610,5640,6716,2393,3009,5285,6295,7,4610,805,18881
2,4,25,415,6,1,65622,6,6253,7248,10199,11415,6954,8230,10718,12290,7,7210,1118,18881
2,6,25,442,13,1,60803,3,4019,5168,7421,8600,5080,6325,8179,9911,7,6630,1703,8172
2,5,7,369,3,1,98371,1,3276,4196,6769,7717,3515,4449,6750,8544,7,3710,1341,18111
2,4,7,395,12,1,70708,2,7718,9443,12219,13628,7650,9376,11895,13674,7,7665,1506,18111
2,8,25,612,14,1,76694,12,2591,3614,5468,6558,2694,3562,5524,6458,7,4175,4922,18111
2,5,25,618,3,1,89678,12,6667,8045,11027,12241,6786,8267,10902,12617,7,7150,5092,18111
2,5,22,70,6,1,74373,6,6168,7630,9944,11551,5976,7190,9374,10780,7,7910,686,18111
2,6,25,432,5,1,71750,6,3302,4301,6816,8015,3409,4469,6643,7791,7,4110,2208,18111
2,5,7,320,7,1,70948,8,5808,7277,9278,10979,5725,7077,9045,10542,7,7150,920,18111
2,3,6,138,2,2,66032,6,7075,8573,10387,11605,7426,8876,10910,12253,7,6595,825,18111
2,6,15,856,3,1,78616,7,4752,6078,9079,11612,4889,6105,8424,10262,7,6195,1740,18111
2,5,4,950,3,1,78563,7,6667,7943,11394,13575,7431,9245,11315,12923,7,7865,1155,18111
2,5,18,596,7,1,86602,6,6159,7435,10242,11440,7276,8541,10093,11407,7,6895,1373,18880
2,4,5,18,7,1,82350,10,9128,10765,13212,14838,9477,11276,13465,15072,7,9925,1503,18880
2,5,4,565,14,1,71046,6,4731,5848,8275,9817,4645,5710,7562,9296,7,6130,1272,18881
2,4,18,596,13,1,71577,6,8056,10077,11833,13768,7564,9206,11217,12779,7,6530,1506,18880
2,4,26,497,7,1,59124,6,5034,6206,8358,9604,5040,6155,8018,9261,7,4710,671,18881
2,3,4,5,3,1,88514,5,12293,14493,18021,19968,15453,18499,20212,22986,7,11840,1243,18880
2,3,25,411,3,1,52750,6,6690,7641,10629,11943,7506,8870,11192,12321,7,7665,837,18880
2,5,4,312,7,1,64728,7,6723,8123,10321,11926,6844,8046,10324,11739,7,8445,1215,18880
2,4,6,256,13,1,90077,7,8679,9890,13265,14499,8636,10093,13288,14619,7,10225,1630,18880
2,4,5,719,2,1,71057,6,4650,5854,8230,9479,5010,6205,8126,9545,7,5495,1389,18880
2,6,7,369,12,1,59381,1,2440,3208,5388,6509,3203,3945,6817,8396,7,4010,920,18880
2,4,6,551,3,1,77882,10,6994,8245,10948,12208,7583,8843,11353,12422,7,8710,1389,18880
2,7,25,428,12,1,89713,6,2618,3532,5552,6567,2591,3451,5682,6701,7,4210,1933,18881
2,5,6,551,3,1,72373,10,6355,7704,10002,11297,7001,8250,11160,11997,7,8145,1389,18881
2,4,5,719,7,1,65211,6,4650,5854,8230,9479,5341,6371,8570,9939,7,4710,1215,18880
2,3,5,719,9,1,63469,6,5488,6691,8878,10074,5903,6861,9017,10110,7,5010,1215,18881
2,5,6,884,3,1,75118,6,3228,4509,6319,7527,3648,5178,6579,7875,7,5110,1389,18881
2,2,6,104,13,1,73940,6,7794,8664,11595,12385,8018,8991,11713,12526,7,7545,1155,18881
2,4,4,565,7,1,69038,6,5318,6353,9029,10037,5780,7120,9289,10681,7,7130,1118,18880
2,7,7,652,7,1,90082,11,4056,5165,7508,8666,4528,5611,7692,8606,7,7510,1209,18880
2,7,5,719,8,1,78088,6,2345,3111,5518,6400,3455,4284,6400,7585,7,4675,1806,18880
2,4,15,861,13,1,67287,6,4742,5738,7876,9203,5405,6477,8765,9731,7,5330,533,8172
2,3,15,861,2,1,68761,6,5702,6831,9592,10446,5744,6831,9409,10324,7,4210,533,8172
2,2,4,109,12,1,50178,1,6088,6519,9498,10046,6430,6986,9752,10585,7,5695,671,18881
2,4,6,1,3,1,79990,5,9601,10938,14611,16646,10309,12317,14617,16565,7,9660,920,8172
2,4,4,557,1,1,65970,6,5684,7016,9283,10797,6224,7604,9516,10794,7,7030,923,8172
2,3,11,846,6,1,74374,6,8474,9733,11662,12413,8126,9437,11686,12662,7,6730,803,8172
2,3,15,771,13,1,50935,2,8384,9872,12649,14894,8014,9218,12104,13922,7,7745,671,8172
2,4,25,442,13,1,69407,3,6336,7711,10011,11677,7057,8466,10491,12108,7,7220,1703,8172
2,4,13,85,8,1,71991,7,7257,8577,11516,12452,8140,9408,11859,13163,7,8310,1155,18881
2,4,15,674,1,1,54079,6,4554,5786,8042,9537,4712,5951,8231,9744,7,7030,671,8172
2,4,5,719,13,1,63280,6,4904,6073,8534,9711,5341,6371,8570,9939,7,5650,1215,8172
2,6,18,587,15,1,84820,6,6376,7698,9393,10542,6350,7012,9560,10340,7,7745,1113,8172
2,5,5,719,14,1,48500,6,4164,5209,8082,9258,4297,5272,7800,9135,7,5830,975,8172
2,4,7,388,7,1,89697,12,5543,6931,9176,10715,6361,7872,10043,11923,7,6030,1633,18881
2,3,4,109,2,1,57404,1,4949,5823,8865,10431,5600,6518,9154,10116,7,5730,671,8172
2,6,4,956,8,1,70278,7,6880,8537,10874,12977,7057,8440,10842,11995,7,8445,1155,18881
2,5,5,813,14,1,74989,6,3827,4887,7503,8763,3697,4981,7071,8305,7,5495,1155,18881
2,4,21,420,13,1,89669,6,6063,7601,10432,13078,6815,7934,10058,11267,7,6995,594,18881
2,5,5,719,13,1,69620,6,4164,5209,8082,9258,4257,5279,7932,8882,7,6230,1215,8172
2,6,6,663,13,1,88510,1,2550,3316,5223,6189,3114,3916,5869,6841,7,4610,723,18881
2,5,4,196,13,1,80298,1,4226,5348,7159,8466,4224,5207,7590,8399,7,5630,853,18881
2,5,4,957,1,1,85340,7,9044,10815,13543,15442,9076,10765,13027,14512,7,9260,2152,8172
2,4,6,171,1,1,52208,12,6190,7789,10107,11595,6637,8528,10409,12376,7,7345,1251,8172
2,4,6,880,14,1,78224,6,4265,5424,8040,9234,4858,5889,8385,10236,7,5630,1155,18881
2,4,9,48,3,1,81245,6,9211,10427,13545,15000,9245,10509,12699,14441,7,10060,594,8172
2,3,6,551,3,1,82368,10,8288,9640,12673,14111,9137,10577,13278,14330,7,9260,1503,8172
2,8,14,537,13,1,79699,8,5547,6604,8422,9514,5192,6423,8436,9494,7,7820,1220,18111
2,6,2,757,2,1,77522,7,4698,5793,8044,9199,5526,6998,9023,10803,7,7845,3667,18111
2,5,7,366,14,1,56424,3,5331,6457,8760,10211,6329,7619,9760,11401,7,8045,1169,18881
2,5,19,795,14,1,68736,6,3189,4203,6380,7738,3362,4258,6602,7643,7,5430,825,18111
2,4,7,401,14,1,83201,6,8142,9737,12015,13394,8806,10219,12246,13335,7,7645,1373,18881
2,4,15,861,2,1,74424,6,5268,6218,8685,9793,5547,6694,8600,9431,7,5450,569,18111
2,4,11,281,3,1,69034,6,4607,5619,7787,8960,5342,6261,8558,9622,7,6030,533,18111
2,3,26,91,1,1,66213,6,9359,10794,13252,14828,9426,10776,13044,14218,7,8600,1118,18111
2,5,7,341,5,1,83869,7,6174,7509,10224,11507,6681,8399,10178,12089,7,6595,1243,18881
2,5,4,953,5,1,87665,7,8197,9909,12359,14340,7901,9669,12101,14032,7,8810,2152,8172
2,6,4,478,5,1,70429,3,3898,4943,6977,8501,3664,4812,6686,8042,7,6430,1974,8172
2,6,6,1,12,1,85661,5,7444,8650,11682,13133,7854,9112,11693,12703,7,9460,983,8172
2,6,7,369,2,1,53549,1,3177,4082,6413,7314,3469,4340,6375,7363,7,5110,920,8172
2,4,5,719,1,1,32748,6,5355,6430,8589,10018,5483,6544,8452,9589,7,6430,882,8172
2,4,5,719,2,1,60156,6,5355,6430,8589,10018,5425,6541,8656,9837,7,6205,1215,18881
2,7,7,351,14,1,88058,5,4052,5203,7535,8563,4866,6372,8320,9984,7,5630,894,18881
2,5,4,557,13,1,91696,6,3669,4861,7002,8211,3757,4945,5744,9024,7,4810,1341,8172
2,5,4,196,7,1,52645,1,4534,5630,7219,8641,4706,5749,7416,8435,7,6250,671,8172
2,3,4,312,13,1,83249,7,11023,13055,14842,16789,11669,13743,15802,17376,7,9360,1503,8172
2,5,5,813,13,1,79827,6,4008,5177,7744,9523,3976,5222,7276,8403,7,5730,1155,18881
2,4,14,534,1,1,69123,8,8587,10389,12377,14010,8683,10433,11822,13543,7,8110,630,18881
2,6,4,621,12,1,70195,3,4612,5620,8047,9133,4220,5422,7245,8571,7,7310,1974,18881
2,5,7,341,12,1,85174,7,7506,8824,11179,12387,7600,8663,11200,12382,7,9045,1243,8172
2,4,11,850,3,1,80042,6,6940,8296,10421,11414,6538,7727,10118,11336,7,7945,853,8172
2,3,25,934,13,1,77483,7,10905,12897,14946,17608,11376,12869,15114,16287,7,8100,1389,8172
2,4,18,587,7,1,65907,6,7438,8520,11587,12385,7771,9780,11459,13176,7,6530,923,8172
2,6,2,757,1,1,52323,7,5140,6216,8693,9887,5347,6877,8749,10390,7,7810,2700,8172
2,5,4,621,12,1,65897,3,4952,6069,8466,9929,5015,6249,8180,9444,7,7030,1703,8172
2,6,7,335,7,1,88457,4,8752,10006,12104,13832,8355,10115,11892,13817,7,10260,1113,8172
2,4,4,478,7,1,70788,3,7550,8674,10989,12303,7193,8575,10640,12191,7,8145,1974,8172
2,6,4,173,5,1,46754,1,3032,3941,5881,6860,2873,3732,5793,6431,7,5100,834,8172
2,7,6,1,2,1,79615,5,4315,5340,7748,8779,4707,5851,8198,9432,7,5250,869,8172
2,4,4,196,2,1,77834,1,5138,6161,8671,9834,5052,6140,7776,8965,7,6430,803,8172
2,4,11,846,2,1,68322,6,6788,7925,9826,11447,6685,7740,9177,10586,7,8245,728,18111
2,5,15,856,2,1,74602,7,7495,8829,10979,12316,6896,7729,10806,11850,7,7510,1740,18111
2,6,4,621,13,1,88310,3,4682,5805,8929,11071,4143,5308,7975,8983,7,7345,2152,18111
2,5,4,173,13,1,84425,1,3387,4308,6161,7008,3193,3922,5765,7253,7,4810,1243,18111
2,9,7,369,6,1,83984,1,2533,3341,4677,5344,2399,3262,4435,5528,7,3275,1543,18111
2,4,25,442,2,1,75684,3,6896,8260,10181,11803,6539,8110,10084,11875,7,8245,1974,18881
2,4,4,478,3,1,80705,3,7698,8805,10780,12155,7350,8726,10462,12209,7,8245,2152,18111
2,4,15,764,13,1,57979,1,4364,5289,7294,8716,3014,3720,6134,6809,7,5630,505,18111
2,6,25,612,3,1,80473,12,3289,4412,6810,8056,2353,3461,5845,7101,7,5110,5092,18881
2,6,5,689,3,1,74061,2,6654,8211,9291,11426,6417,7937,9891,11752,7,9525,1389,18881
2,4,4,196,3,1,72321,1,5399,6457,8613,10035,5233,6286,8129,9266,7,6330,803,8172
2,5,18,587,13,1,81675,6,6803,8339,10372,11274,6438,7918,9825,11399,7,5830,1113,8172
2,3,15,764,12,1,45923,1,5382,6589,8798,9762,3966,4967,5834,7306,7,6930,482,8172
2,5,19,569,13,1,55939,8,7058,8451,10803,12326,6919,8004,10665,11792,7,8145,754,8172
2,5,21,420,7,1,62263,6,5457,6390,8738,9773,5349,6340,8219,9271,7,7030,533,8172
2,4,11,850,3,1,61279,6,7133,8327,10362,11425,7234,8415,10547,12048,7,8445,728,8172
2,3,29,384,3,1,34701,6,5487,6347,8597,9761,5140,6024,8511,9538,7,5530,462,8172
2,4,4,980,13,1,73774,12,8429,10432,12612,15016,8601,10433,12614,15156,7,7645,2091,8172
2,5,9,48,13,1,85963,6,9178,10280,13003,14738,8901,10102,12710,14406,7,9145,594,8172
2,4,25,442,14,1,83063,3,6998,8383,10338,11986,6453,8024,9891,11444,7,7465,2152,8172
2,7,4,904,12,1,83568,4,8474,9875,12494,14131,7333,8795,11240,12368,7,10460,2063,8172
2,3,15,861,3,1,75839,6,6355,7330,9563,10729,6355,7409,9732,10475,7,6395,569,18881
2,5,4,5,6,1,74101,5,5470,7226,8575,11073,4830,6254,9260,10605,7,7545,1272,8172
2,4,9,48,13,1,62819,6,8485,9208,12064,12851,8304,9179,11749,12661,7,9625,533,18881
2,4,4,5,14,1,90757,5,6632,8548,10336,12303,6456,8518,10802,12726,7,6250,1485,8172
2,7,4,953,7,1,91721,7,5688,6836,8510,9985,5801,7057,9469,10587,7,7245,2651,18881
